label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
c,0.630098,0.695044,-0.0,0.5932,0.615153,0.024555,0.552261,0.574766,0.025214,0.528601,0.541667,0.015599,0.516611,0.505412,0.0047,0.491972,0.615719,0.012541,0.423505,0.596441,-0.006427,0.436029,0.546651,-0.022501,0.457313,0.52305,-0.032196,0.498681,0.632293,-0.014877,0.424397,0.600802,-0.03416,0.445583,0.542086,-0.048855,0.472344,0.523818,-0.057889,0.508904,0.646269,-0.041876,0.443491,0.619378,-0.054125,0.456665,0.559102,-0.059858,0.478574,0.532485,-0.063754,0.52459,0.653356,-0.067801,0.476865,0.629423,-0.075614,0.474141,0.580644,-0.07767,0.484683,0.550576,-0.080166
c,0.634617,0.684245,-0.0,0.601361,0.607286,0.022043,0.561709,0.569454,0.023576,0.539443,0.537281,0.015144,0.526892,0.499612,0.005419,0.500266,0.608563,0.014384,0.438851,0.589884,-0.002903,0.451806,0.547463,-0.016467,0.47191,0.524063,-0.024608,0.503858,0.62617,-0.010873,0.432992,0.597717,-0.02862,0.451688,0.54685,-0.042309,0.476749,0.525778,-0.05041,0.5129,0.640583,-0.036153,0.450709,0.617766,-0.049141,0.46463,0.563295,-0.055407,0.487004,0.535025,-0.05901,0.529178,0.648645,-0.060457,0.48233,0.628976,-0.071258,0.480891,0.582163,-0.075248,0.492199,0.548649,-0.078102
c,0.623507,0.694508,-0.0,0.589504,0.61862,0.021567,0.549619,0.579947,0.02223,0.528335,0.547193,0.013353,0.515752,0.510147,0.003371,0.494797,0.618506,0.010446,0.429587,0.604913,-0.008212,0.439108,0.557144,-0.02241,0.457077,0.529438,-0.030468,0.499225,0.634598,-0.015199,0.426495,0.615033,-0.035299,0.443083,0.557617,-0.048063,0.469153,0.535229,-0.054383,0.509207,0.650129,-0.040797,0.444678,0.630795,-0.055436,0.457526,0.573572,-0.058204,0.479414,0.547275,-0.058077,0.524672,0.659824,-0.065571,0.475982,0.639793,-0.077613,0.472967,0.592337,-0.079241,0.482844,0.561793,-0.079017
c,0.622147,0.691727,-0.0,0.591828,0.615645,0.020493,0.552054,0.576896,0.020683,0.529947,0.54355,0.01136,0.516188,0.506892,0.000814,0.49598,0.615978,0.010156,0.433747,0.596161,-0.008809,0.443756,0.551915,-0.023089,0.462097,0.526005,-0.031376,0.498848,0.632657,-0.0145,0.428819,0.606024,-0.034251,0.444387,0.55115,-0.047846,0.469407,0.526332,-0.055262,0.507555,0.648003,-0.03927,0.444421,0.624718,-0.053525,0.456335,0.569505,-0.0583,0.477819,0.540545,-0.060298,0.522321,0.657164,-0.063294,0.475484,0.637216,-0.075706,0.470521,0.591574,-0.080009,0.478038,0.55826,-0.082371
c,0.622492,0.688445,-0.0,0.59245,0.613291,0.018567,0.552742,0.57506,0.018144,0.530575,0.542159,0.008724,0.516738,0.505813,-0.001895,0.497432,0.612893,0.007922,0.435031,0.596248,-0.011799,0.444393,0.552007,-0.026711,0.461782,0.524928,-0.035318,0.500112,0.629194,-0.015732,0.430365,0.605718,-0.035696,0.444235,0.550524,-0.049327,0.468132,0.524271,-0.056775,0.508811,0.644958,-0.03968,0.446852,0.62308,-0.054447,0.456921,0.567515,-0.059655,0.477022,0.537236,-0.061761,0.523683,0.654892,-0.062983,0.476583,0.635294,-0.075559,0.470499,0.589607,-0.079876,0.477128,0.555728,-0.082108
c,0.620786,0.687383,0.0,0.591282,0.613912,0.017576,0.551171,0.575513,0.017039,0.528829,0.542281,0.007696,0.515115,0.505605,-0.002694,0.496487,0.61684,0.007164,0.433104,0.600115,-0.013147,0.441639,0.553877,-0.028247,0.458193,0.524885,-0.036747,0.49928,0.632378,-0.016064,0.42908,0.607917,-0.036262,0.443591,0.550927,-0.049226,0.467748,0.524435,-0.055765,0.508158,0.646904,-0.039703,0.446996,0.622699,-0.054861,0.458012,0.566196,-0.058569,0.478581,0.53654,-0.059037,0.522822,0.655204,-0.062874,0.475246,0.633337,-0.07554,0.470528,0.586679,-0.078409,0.478453,0.553539,-0.079042
c,0.622571,0.690251,-0.0,0.592774,0.616465,0.020124,0.55273,0.579599,0.020692,0.529941,0.547594,0.011577,0.515754,0.51151,0.001302,0.496722,0.616341,0.012101,0.432557,0.601535,-0.006736,0.443974,0.556588,-0.021465,0.462999,0.530874,-0.029882,0.500015,0.632412,-0.012652,0.427553,0.613335,-0.032227,0.444213,0.557855,-0.045848,0.470686,0.535363,-0.052702,0.508704,0.648813,-0.037774,0.444157,0.631129,-0.052521,0.456531,0.574052,-0.056917,0.479131,0.546825,-0.057863,0.523163,0.660123,-0.062142,0.475688,0.639559,-0.075502,0.472812,0.591309,-0.079199,0.482998,0.559122,-0.080334
c,0.627165,0.701634,-0.0,0.597531,0.628176,0.019814,0.557842,0.591596,0.020174,0.534901,0.559098,0.010799,0.522061,0.522148,0.00023,0.498144,0.630751,0.01386,0.436421,0.610941,-0.004665,0.449477,0.566707,-0.020118,0.469238,0.54184,-0.029496,0.501773,0.646897,-0.010928,0.430635,0.62183,-0.030254,0.4493,0.567327,-0.045001,0.476171,0.545511,-0.053121,0.510962,0.662348,-0.036118,0.448016,0.640263,-0.050547,0.462676,0.584163,-0.056006,0.486178,0.558255,-0.058176,0.526176,0.67306,-0.060558,0.480128,0.650025,-0.07295,0.47865,0.602463,-0.076528,0.489565,0.571289,-0.078165
c,0.625836,0.703878,-0.0,0.595173,0.628209,0.020937,0.554979,0.590022,0.02182,0.532312,0.557674,0.0129,0.518234,0.522484,0.002574,0.499155,0.627483,0.011475,0.435203,0.610524,-0.007003,0.447661,0.566861,-0.021343,0.466941,0.542175,-0.029845,0.502176,0.643689,-0.013791,0.430623,0.619608,-0.03305,0.448097,0.565519,-0.046737,0.473751,0.542842,-0.054329,0.510759,0.66005,-0.039259,0.447173,0.637907,-0.053429,0.460488,0.5817,-0.058297,0.482963,0.553466,-0.060357,0.525539,0.671083,-0.063945,0.477366,0.650692,-0.076627,0.474159,0.603176,-0.080685,0.484064,0.569942,-0.082863
d,0.599886,0.6704,0.0,0.547989,0.591721,0.033408,0.5025,0.564631,0.03871,0.475465,0.535178,0.031806,0.453024,0.514926,0.023075,0.444946,0.654854,0.026662,0.383973,0.645678,0.019623,0.346954,0.638632,0.012383,0.317115,0.637379,0.005623,0.44812,0.671301,-0.003866,0.392895,0.593571,-0.023114,0.410427,0.53469,-0.034374,0.436031,0.510786,-0.037383,0.460027,0.674664,-0.0324,0.403716,0.598886,-0.047359,0.422828,0.536686,-0.048408,0.446816,0.510341,-0.045216,0.477966,0.662004,-0.058675,0.427247,0.611129,-0.068016,0.429663,0.560555,-0.065231,0.443733,0.530636,-0.06088
d,0.590795,0.642176,0.0,0.543957,0.565755,0.022889,0.497687,0.536621,0.023235,0.469271,0.506555,0.013441,0.445986,0.483637,0.001921,0.435629,0.628011,0.012393,0.376757,0.616414,0.003066,0.338921,0.606164,-0.005202,0.307707,0.606873,-0.013769,0.440756,0.645506,-0.014718,0.380994,0.566271,-0.037146,0.400689,0.501551,-0.047946,0.427963,0.479938,-0.051273,0.454504,0.644202,-0.039921,0.396008,0.57061,-0.059216,0.415329,0.506499,-0.057542,0.441024,0.484436,-0.052383,0.474019,0.627854,-0.063689,0.422817,0.577981,-0.075468,0.425149,0.527389,-0.070311,0.439767,0.500312,-0.064445
d,0.592378,0.612989,0.0,0.545797,0.534637,0.026148,0.498952,0.50517,0.02669,0.468693,0.474334,0.015874,0.444648,0.445968,0.002959,0.436941,0.597623,0.013699,0.372936,0.58156,0.003562,0.332336,0.569602,-0.00528,0.298819,0.570311,-0.014348,0.441887,0.614985,-0.0161,0.381929,0.526302,-0.038584,0.404781,0.461035,-0.047945,0.433393,0.444159,-0.050371,0.456256,0.61216,-0.043904,0.393941,0.532964,-0.063112,0.416912,0.467047,-0.058798,0.444983,0.448304,-0.051969,0.475677,0.593642,-0.070137,0.421592,0.540872,-0.081544,0.426049,0.489238,-0.074159,0.443157,0.465052,-0.066877
d,0.591776,0.614433,0.0,0.541256,0.536806,0.027685,0.493067,0.50612,0.028651,0.461564,0.476571,0.017908,0.438884,0.445195,0.004874,0.429213,0.601162,0.015091,0.364427,0.590303,0.004608,0.322628,0.579409,-0.004229,0.287401,0.577884,-0.013427,0.432775,0.619798,-0.01647,0.372469,0.531241,-0.039906,0.399295,0.466758,-0.049769,0.430713,0.451854,-0.05221,0.447071,0.618349,-0.046061,0.38881,0.537488,-0.066921,0.415295,0.472523,-0.063538,0.444888,0.457682,-0.056945,0.467425,0.602963,-0.073831,0.414971,0.549394,-0.08633,0.42194,0.49592,-0.079076,0.441847,0.472815,-0.071555
d,0.587125,0.604913,0.0,0.536649,0.530258,0.027527,0.487611,0.501656,0.028952,0.454573,0.472348,0.0187,0.428842,0.442593,0.006451,0.421483,0.592843,0.016401,0.358856,0.58071,0.007202,0.318209,0.569563,-0.000883,0.2844,0.567651,-0.009654,0.425864,0.612343,-0.01446,0.367612,0.52209,-0.036228,0.393196,0.460148,-0.045404,0.422803,0.444935,-0.047722,0.44073,0.610367,-0.043328,0.382326,0.530496,-0.062758,0.407585,0.468411,-0.058197,0.435771,0.453244,-0.051254,0.461414,0.593486,-0.070487,0.40882,0.538812,-0.082046,0.415971,0.488015,-0.073978,0.43415,0.465458,-0.066017
d,0.587015,0.594538,0.0,0.536381,0.519879,0.026509,0.489088,0.488717,0.026637,0.457039,0.459797,0.014889,0.429372,0.434758,0.001113,0.424452,0.580827,0.016395,0.360721,0.569636,0.006609,0.319807,0.558946,-0.002098,0.286126,0.557916,-0.011158,0.428884,0.59886,-0.014146,0.371806,0.510775,-0.036196,0.395414,0.448542,-0.045999,0.423604,0.431705,-0.049139,0.442024,0.59732,-0.042952,0.383197,0.517857,-0.062209,0.406631,0.454701,-0.05853,0.434205,0.436832,-0.052597,0.461089,0.581184,-0.070242,0.408424,0.527538,-0.081951,0.413677,0.475615,-0.074926,0.430909,0.450126,-0.067893
d,0.593637,0.596465,-0.0,0.542628,0.522008,0.026759,0.495351,0.492785,0.030067,0.46434,0.465977,0.021966,0.440223,0.441097,0.01178,0.432688,0.585242,0.018138,0.372298,0.569694,0.009125,0.333827,0.559749,0.000549,0.299839,0.557168,-0.008843,0.435781,0.600718,-0.011106,0.379058,0.514477,-0.031729,0.402643,0.454719,-0.041677,0.43085,0.435741,-0.0453,0.448272,0.595719,-0.038672,0.390513,0.516952,-0.056869,0.414499,0.457261,-0.05482,0.443121,0.438584,-0.050158,0.465873,0.576794,-0.064738,0.416199,0.524639,-0.076213,0.423045,0.476444,-0.071234,0.441458,0.452359,-0.065892
d,0.581653,0.600416,0.0,0.531844,0.527029,0.03061,0.485089,0.498619,0.034708,0.454192,0.471277,0.026588,0.431087,0.44184,0.016582,0.422305,0.588634,0.022595,0.362712,0.575251,0.016658,0.324396,0.566007,0.011364,0.290742,0.563004,0.00433,0.425017,0.605042,-0.008223,0.37052,0.521187,-0.027038,0.391927,0.460673,-0.034661,0.418781,0.440528,-0.036292,0.43797,0.60091,-0.037064,0.383252,0.52362,-0.053837,0.406909,0.464538,-0.049616,0.434666,0.446531,-0.043108,0.45464,0.582503,-0.064131,0.405793,0.531469,-0.074307,0.41148,0.484969,-0.068236,0.427788,0.462147,-0.061836
d,0.586268,0.604771,-0.0,0.535589,0.531069,0.029062,0.488875,0.503455,0.033012,0.458796,0.477597,0.025287,0.4369,0.450562,0.015554,0.428057,0.592974,0.020578,0.367477,0.579507,0.012685,0.329287,0.568581,0.005316,0.296124,0.564556,-0.003088,0.431768,0.60848,-0.009596,0.374589,0.523138,-0.029295,0.398637,0.465677,-0.037898,0.426554,0.449282,-0.040417,0.444173,0.60423,-0.037985,0.386618,0.527602,-0.055525,0.410981,0.469836,-0.052233,0.438758,0.453426,-0.046619,0.461195,0.586005,-0.064632,0.410983,0.536326,-0.075727,0.417545,0.487938,-0.069959,0.435053,0.463724,-0.063946
d,0.594149,0.606407,0.0,0.545781,0.532929,0.023322,0.498734,0.503918,0.024681,0.467897,0.477043,0.015561,0.44448,0.450977,0.004693,0.435966,0.596246,0.014831,0.377104,0.580836,0.00517,0.338995,0.571097,-0.003867,0.306108,0.568942,-0.013299,0.439747,0.612171,-0.012377,0.382042,0.526772,-0.032925,0.40488,0.467577,-0.04258,0.432864,0.449031,-0.04583,0.452348,0.607,-0.038061,0.394216,0.530128,-0.056142,0.417224,0.470653,-0.053671,0.445483,0.452624,-0.048579,0.469724,0.587564,-0.062476,0.420291,0.535903,-0.07333,0.426413,0.487925,-0.06759,0.444049,0.464772,-0.061663
d,0.592178,0.61028,0.0,0.543307,0.53657,0.030113,0.495825,0.507667,0.033711,0.465279,0.479277,0.025494,0.442989,0.448896,0.01521,0.433056,0.594806,0.020371,0.372275,0.580321,0.013591,0.334098,0.569413,0.007499,0.301875,0.567527,2e-05,0.43698,0.612536,-0.010501,0.381103,0.526178,-0.029827,0.404996,0.466875,-0.03744,0.433158,0.451689,-0.039,0.451282,0.609788,-0.039282,0.395972,0.532247,-0.056706,0.419881,0.472962,-0.051946,0.446915,0.457824,-0.045119,0.470963,0.593042,-0.066166,0.42125,0.541774,-0.076922,0.42675,0.492938,-0.069798,0.443205,0.470146,-0.062611
d,0.604155,0.607015,0.0,0.554969,0.530619,0.028223,0.509144,0.499593,0.03015,0.478277,0.470422,0.019801,0.45339,0.447448,0.007042,0.443469,0.591021,0.018382,0.383174,0.575723,0.009261,0.345107,0.564966,0.000705,0.3123,0.562802,-0.008375,0.446751,0.609274,-0.012354,0.3948,0.518474,-0.031775,0.418811,0.45851,-0.040437,0.447011,0.441664,-0.043436,0.460327,0.607006,-0.041344,0.406217,0.523645,-0.058508,0.431703,0.462914,-0.054501,0.460471,0.445971,-0.048809,0.47881,0.589868,-0.068875,0.429502,0.535963,-0.079622,0.436453,0.48643,-0.07276,0.454694,0.462172,-0.066033
d,0.60518,0.603197,0.0,0.555233,0.529787,0.026664,0.508659,0.501156,0.028739,0.478183,0.473459,0.019712,0.454255,0.443668,0.008941,0.445434,0.589094,0.01656,0.385313,0.572119,0.007356,0.346233,0.562014,-0.001206,0.3127,0.561011,-0.010396,0.449258,0.605135,-0.012773,0.394683,0.517437,-0.03375,0.417669,0.458696,-0.042867,0.445539,0.442502,-0.045639,0.462909,0.601147,-0.04033,0.407853,0.52186,-0.058647,0.431249,0.463678,-0.055069,0.45856,0.448102,-0.049214,0.481872,0.58361,-0.06636,0.433868,0.528993,-0.077524,0.440452,0.48149,-0.071131,0.457871,0.459931,-0.064586
d,0.59423,0.609318,0.0,0.54649,0.53464,0.029284,0.50032,0.505633,0.032362,0.469723,0.476517,0.023564,0.447271,0.446092,0.012657,0.436073,0.593769,0.017629,0.375464,0.580808,0.009582,0.336703,0.570279,0.002951,0.303148,0.568063,-0.004609,0.439592,0.610133,-0.012752,0.384435,0.520822,-0.032723,0.4079,0.461836,-0.040019,0.435745,0.447544,-0.041211,0.453562,0.6054,-0.041077,0.398928,0.524764,-0.059158,0.423168,0.466865,-0.054424,0.450689,0.453663,-0.047271,0.471561,0.587194,-0.06756,0.422645,0.533735,-0.078195,0.428407,0.487556,-0.071103,0.4452,0.467531,-0.063843
d,0.59346,0.614968,0.0,0.545588,0.539592,0.028309,0.498458,0.510306,0.031416,0.467712,0.481142,0.022639,0.444104,0.453417,0.011795,0.437544,0.596033,0.019831,0.375308,0.582409,0.011699,0.336171,0.571733,0.004508,0.302535,0.570951,-0.003771,0.440992,0.61152,-0.010257,0.383093,0.526571,-0.031155,0.407599,0.467018,-0.039923,0.435579,0.453027,-0.04226,0.453842,0.60825,-0.038555,0.395826,0.531068,-0.057237,0.420441,0.472229,-0.053722,0.448679,0.458268,-0.047578,0.471698,0.592026,-0.065091,0.421704,0.539323,-0.076662,0.428042,0.490873,-0.070711,0.445908,0.469329,-0.064453
e,0.496464,0.690442,0.0,0.450695,0.621957,0.02448,0.410537,0.581581,0.030776,0.385096,0.55179,0.026702,0.359185,0.544733,0.02108,0.356114,0.603775,0.044924,0.312731,0.57821,0.04703,0.303422,0.553012,0.040895,0.299944,0.545888,0.035672,0.35591,0.616331,0.025326,0.304377,0.595395,0.027962,0.296108,0.566946,0.01774,0.301256,0.554249,0.008491,0.356978,0.630356,0.005172,0.303623,0.610991,0.009216,0.297245,0.581099,0.002926,0.303762,0.567104,-0.00402,0.360929,0.638785,-0.014129,0.315349,0.622288,-0.009474,0.304855,0.596977,-0.009566,0.307054,0.580932,-0.01181
e,0.451186,0.684542,0.0,0.41895,0.605847,0.034822,0.389062,0.572559,0.045217,0.371931,0.552109,0.043588,0.352842,0.547053,0.040855,0.323203,0.593324,0.03764,0.264592,0.593529,0.02761,0.267037,0.554743,0.017792,0.28326,0.532654,0.013113,0.323963,0.60848,0.008865,0.250184,0.610452,-0.001596,0.258543,0.56043,-0.009909,0.282737,0.540565,-0.01314,0.327981,0.624757,-0.019973,0.262494,0.621128,-0.028692,0.273294,0.569665,-0.029786,0.294084,0.547655,-0.028124,0.339319,0.636477,-0.046955,0.290015,0.625416,-0.057319,0.291082,0.582759,-0.058241,0.305151,0.556649,-0.056183
e,0.444032,0.67887,-0.0,0.414605,0.608436,0.03134,0.385301,0.576929,0.039094,0.367595,0.557794,0.036029,0.353582,0.557438,0.032395,0.320629,0.607198,0.024484,0.257784,0.6047,0.009766,0.264266,0.56379,0.000237,0.28536,0.543126,-0.002913,0.322527,0.623427,-0.002961,0.246019,0.621358,-0.01989,0.258863,0.569228,-0.026073,0.286861,0.550503,-0.025745,0.328098,0.638713,-0.030347,0.260302,0.632307,-0.043087,0.271149,0.580883,-0.041619,0.293893,0.559047,-0.036713,0.339655,0.64792,-0.05616,0.292454,0.635006,-0.068571,0.292136,0.592639,-0.069778,0.306119,0.56632,-0.067321
e,0.421332,0.666837,-0.0,0.396041,0.606964,0.027453,0.364277,0.579454,0.034055,0.346963,0.56382,0.030474,0.331708,0.561963,0.026134,0.301753,0.607538,0.02249,0.238679,0.604489,0.008426,0.246903,0.564246,-0.002344,0.269294,0.546813,-0.006665,0.302731,0.62096,-0.002414,0.229075,0.617571,-0.01643,0.240633,0.566137,-0.024833,0.265618,0.549245,-0.027895,0.306491,0.634696,-0.027367,0.239599,0.627175,-0.037126,0.249061,0.575996,-0.038766,0.271252,0.554955,-0.037909,0.315481,0.643396,-0.051021,0.26751,0.630528,-0.061283,0.267713,0.589365,-0.063499,0.282929,0.565276,-0.063217
e,0.430321,0.678582,-0.0,0.405038,0.617914,0.028201,0.373039,0.591012,0.035233,0.354528,0.573663,0.031712,0.339779,0.571127,0.027212,0.309723,0.6217,0.024091,0.24901,0.622536,0.010847,0.254942,0.583634,0.000929,0.275223,0.566435,-0.003173,0.311251,0.635776,-0.001754,0.237383,0.638274,-0.015965,0.248073,0.587979,-0.023433,0.272814,0.570579,-0.025423,0.315785,0.650063,-0.02777,0.252247,0.644992,-0.038773,0.262162,0.594711,-0.039786,0.28356,0.574562,-0.03788,0.325728,0.658855,-0.052344,0.278565,0.646062,-0.063659,0.277946,0.60558,-0.065761,0.291545,0.582121,-0.065074
e,0.431258,0.664097,-0.0,0.405343,0.602904,0.024301,0.375693,0.576773,0.028152,0.359001,0.559871,0.021884,0.343029,0.552411,0.014964,0.310213,0.604494,0.018742,0.247642,0.60418,0.001937,0.253059,0.564749,-0.00987,0.274351,0.544387,-0.014056,0.313276,0.61983,-0.005159,0.239803,0.618358,-0.022774,0.248165,0.566903,-0.032417,0.273897,0.547288,-0.034774,0.318628,0.633601,-0.029234,0.252762,0.62787,-0.041855,0.260642,0.576946,-0.04305,0.282133,0.554716,-0.040111,0.329807,0.641409,-0.05223,0.282261,0.627116,-0.063085,0.279825,0.585801,-0.064185,0.29206,0.559751,-0.061952
e,0.417748,0.657323,-0.0,0.393179,0.598348,0.028432,0.36234,0.570796,0.035697,0.344498,0.553403,0.032564,0.330653,0.550772,0.02863,0.298116,0.599754,0.022896,0.234296,0.601475,0.008609,0.238891,0.561723,-0.00107,0.258861,0.540644,-0.004276,0.299748,0.613434,-0.002081,0.224434,0.616209,-0.017168,0.232045,0.562793,-0.023924,0.256718,0.541739,-0.024613,0.304135,0.62597,-0.027122,0.236581,0.623453,-0.038042,0.244211,0.570546,-0.037806,0.265251,0.546275,-0.034359,0.313461,0.633463,-0.050795,0.26381,0.624201,-0.062403,0.261908,0.58399,-0.064407,0.275955,0.55889,-0.06284
e,0.422652,0.657475,-0.0,0.397567,0.596141,0.027723,0.367123,0.568808,0.033643,0.348104,0.550982,0.029073,0.334844,0.545357,0.023759,0.302624,0.592083,0.021663,0.241257,0.592665,0.007564,0.249608,0.552534,-0.001494,0.270745,0.531899,-0.004117,0.303946,0.607398,-0.003435,0.23053,0.610395,-0.017113,0.239158,0.557843,-0.021524,0.265228,0.53867,-0.020547,0.308154,0.623504,-0.028716,0.242391,0.621403,-0.039196,0.250739,0.568833,-0.036098,0.272799,0.546378,-0.030376,0.317527,0.635258,-0.052786,0.26897,0.625423,-0.064582,0.26703,0.584131,-0.064709,0.280141,0.559022,-0.061168
e,0.427028,0.660991,-0.0,0.400591,0.59786,0.027673,0.370519,0.568784,0.033299,0.352136,0.550134,0.028298,0.339561,0.547174,0.022433,0.307295,0.5954,0.02231,0.245565,0.595293,0.007638,0.254098,0.555288,-0.002676,0.275375,0.533163,-0.006402,0.309313,0.610536,-0.003206,0.235531,0.611999,-0.018299,0.244848,0.55879,-0.024931,0.271081,0.537914,-0.025417,0.314122,0.625527,-0.028903,0.247276,0.62271,-0.040373,0.255499,0.569921,-0.039334,0.277317,0.5464,-0.034932,0.324091,0.635738,-0.053353,0.275396,0.625473,-0.064859,0.273605,0.584064,-0.065462,0.287077,0.558356,-0.062529
e,0.427933,0.65894,-0.0,0.400793,0.594824,0.026113,0.370403,0.565725,0.031079,0.351348,0.54664,0.02554,0.337376,0.550619,0.019398,0.308137,0.596761,0.022677,0.246397,0.596217,0.007873,0.254384,0.555951,-0.002808,0.275793,0.535081,-0.006577,0.30979,0.611901,-0.002173,0.237021,0.611609,-0.016246,0.245844,0.559209,-0.023209,0.271183,0.540089,-0.02419,0.314696,0.625823,-0.027409,0.249108,0.62157,-0.03781,0.257112,0.569844,-0.037245,0.278582,0.548012,-0.033421,0.325125,0.633842,-0.05162,0.27659,0.622126,-0.061222,0.274415,0.580892,-0.061186,0.287595,0.555544,-0.058173
e,0.429198,0.65958,-0.0,0.403624,0.596165,0.025071,0.373149,0.565957,0.029267,0.353146,0.546256,0.023075,0.338046,0.555043,0.016245,0.310909,0.594386,0.021988,0.248517,0.594215,0.006363,0.260525,0.554945,-0.006055,0.284325,0.536563,-0.011296,0.312117,0.609569,-0.002585,0.23862,0.611824,-0.017526,0.250957,0.559723,-0.026794,0.278543,0.541774,-0.029818,0.316138,0.625178,-0.027588,0.249696,0.623076,-0.037928,0.259665,0.570626,-0.039299,0.282717,0.548611,-0.037468,0.325658,0.635585,-0.051616,0.277676,0.624654,-0.061208,0.276986,0.582658,-0.062357,0.291283,0.557339,-0.060853
e,0.433546,0.65827,-0.0,0.408582,0.596184,0.02694,0.378975,0.567264,0.032717,0.359079,0.547873,0.027782,0.344864,0.547374,0.022284,0.315183,0.594676,0.02535,0.255992,0.591989,0.011312,0.264008,0.553181,0.001068,0.284952,0.532585,-0.002422,0.315875,0.609725,0.000531,0.243997,0.608582,-0.013038,0.252187,0.557449,-0.01884,0.277869,0.538503,-0.018732,0.320066,0.624075,-0.024811,0.255815,0.617735,-0.035748,0.264789,0.566221,-0.03425,0.286733,0.544137,-0.029312,0.329948,0.632645,-0.049029,0.28326,0.618592,-0.059545,0.283049,0.57746,-0.05922,0.29731,0.552174,-0.055496
e,0.43965,0.658135,-0.0,0.414569,0.595544,0.029059,0.384357,0.566747,0.035919,0.36571,0.548022,0.031974,0.354004,0.545568,0.027112,0.320656,0.593789,0.024936,0.261304,0.590787,0.011795,0.269297,0.552164,0.002506,0.289925,0.531605,-0.000822,0.322437,0.608612,-0.000913,0.250026,0.606748,-0.014864,0.260298,0.555738,-0.020709,0.286465,0.536932,-0.02081,0.327137,0.62278,-0.026868,0.26225,0.616761,-0.037803,0.272232,0.565535,-0.036549,0.294425,0.543883,-0.032204,0.337105,0.631623,-0.051429,0.289319,0.618597,-0.062893,0.288849,0.577538,-0.063757,0.302956,0.552632,-0.061247
f,0.511851,0.585179,-0.0,0.468029,0.526505,0.006661,0.41299,0.518118,-0.000281,0.371436,0.516787,-0.013275,0.339991,0.517341,-0.025793,0.365429,0.587305,-0.011804,0.30533,0.56395,-0.033894,0.269275,0.551389,-0.045752,0.237864,0.541733,-0.053396,0.370806,0.610961,-0.027258,0.361727,0.4939,-0.058529,0.408159,0.480957,-0.059524,0.437526,0.496638,-0.05282,0.386527,0.611377,-0.04293,0.385152,0.495824,-0.070897,0.429218,0.490945,-0.058261,0.455136,0.50967,-0.042479,0.404736,0.597028,-0.058684,0.40542,0.506818,-0.073572,0.438963,0.502207,-0.062937,0.458248,0.518411,-0.051471
f,0.521821,0.593796,-0.0,0.468922,0.520068,0.011162,0.418864,0.504923,0.00863,0.377478,0.502264,-0.002231,0.345713,0.509097,-0.013553,0.370138,0.582644,0.006169,0.316064,0.556943,-0.010997,0.278018,0.547344,-0.020761,0.244196,0.539658,-0.02843,0.373947,0.60033,-0.013002,0.359483,0.489478,-0.044999,0.405921,0.473211,-0.048675,0.436486,0.483645,-0.043793,0.388091,0.600631,-0.032826,0.383508,0.485924,-0.060519,0.427585,0.484794,-0.050977,0.452406,0.501529,-0.0383,0.407259,0.588456,-0.052903,0.406448,0.498405,-0.068571,0.438083,0.497011,-0.061962,0.456084,0.513317,-0.053739
